netid,number,term,grade
ads99,19765,2018 Spring Term,79
ara38,20823,2017 Fall Term,93
arl48,14770,2018 Spring Term,99
alw97,22906,2017 Fall Term,79
acy12,23957,2018 Fall Term,77
ahw26,21524,2019 Spring Term,84
aat18,6875,2019 Spring Term,95
afk11,3815,2017 Fall Term,84
akh47,23893,2018 Spring Term,76
apc30,17409,2018 Spring Term,84
atw20,22912,2018 Spring Term,77
anm49,7453,2018 Spring Term,99
adp32,24432,2019 Spring Term,87
ana19,3743,2019 Spring Term,99
adt25,24914,2017 Fall Term,84
aem92,1853,2018 Spring Term,80
akp38,5902,2018 Fall Term,97
asc78,20325,2018 Spring Term,91
alr67,5796,2019 Spring Term,91
aem81,15228,2019 Spring Term,85
ags42,5903,2018 Fall Term,86
atb39,20324,2018 Spring Term,91
ayl26,23957,2017 Fall Term,80
aps27,3815,2019 Spring Term,94
ahp13,19913,2018 Spring Term,77
aks94,23123,2018 Fall Term,75
adw18,21967,2019 Spring Term,93
agc26,20357,2018 Spring Term,87
akg36,12638,2018 Fall Term,85
acl43,5030,2018 Spring Term,86
ajp53,12640,2017 Fall Term,91
anm60,20823,2018 Fall Term,94
amt58,1853,2017 Fall Term,86
alw89,18102,2018 Fall Term,85
akm55,22329,2018 Spring Term,80
agt15,22215,2017 Fall Term,95
abe13,16875,2019 Spring Term,82
arm88,5026,2019 Spring Term,76
alz15,16428,2018 Fall Term,85
alc73,1410,2018 Fall Term,80
adc72,23130,2017 Fall Term,85
ald59,1461,2018 Fall Term,96
adw43,2523,2017 Fall Term,94
apa17,7694,2018 Fall Term,93
acn12,22912,2019 Spring Term,89
acn21,17428,2019 Spring Term,87
aec50,1403,2018 Fall Term,79
aam99,6792,2018 Spring Term,88
aea47,3513,2019 Spring Term,99
ash43,2965,2018 Fall Term,75
abc49,22914,2017 Fall Term,90
arm88,8766,2018 Fall Term,87
ald57,21526,2018 Spring Term,79
atf25,13958,2018 Fall Term,81
amr89,17515,2019 Spring Term,97
aej28,15348,2017 Fall Term,94
ank26,6609,2018 Fall Term,83
akt24,23278,2017 Fall Term,81
awk11,12640,2017 Fall Term,91
asy13,5687,2017 Fall Term,77
avs26,3815,2018 Fall Term,76
ajr89,21369,2017 Fall Term,84
ash70,2315,2018 Spring Term,75
ara42,7269,2019 Spring Term,80
acm76,12572,2019 Spring Term,94
abm55,6503,2018 Spring Term,77
anr41,2728,2018 Spring Term,97
ach70,6840,2019 Spring Term,86
aaf19,25220,2018 Fall Term,84
aac20,12571,2018 Spring Term,88
aak26,18277,2017 Fall Term,88
arr54,24180,2018 Spring Term,89
apf23,12977,2018 Spring Term,97
asb73,10155,2017 Fall Term,78
adw43,7507,2018 Fall Term,84
ald67,14970,2019 Spring Term,93
agw31,7694,2019 Spring Term,85
abh22,8766,2017 Fall Term,81
aaa91,9789,2018 Fall Term,96
akk46,16219,2018 Fall Term,92
alr80,9150,2019 Spring Term,86
acr54,3511,2018 Spring Term,85
asc63,22215,2017 Fall Term,83
akl41,513,2019 Spring Term,90
aln23,7979,2017 Fall Term,99
act39,13848,2018 Spring Term,77
atb28,13076,2018 Fall Term,79
aeg48,3845,2018 Spring Term,87
akr39,17526,2018 Fall Term,92
aem19,13076,2017 Fall Term,99
apw10,24809,2017 Fall Term,81
ajd43,20823,2018 Fall Term,75
abg35,6609,2018 Spring Term,99
asb81,2945,2019 Spring Term,89
apm34,19765,2019 Spring Term,99
asl61,1461,2019 Spring Term,86
ana25,23278,2018 Fall Term,79
akh11,23957,2017 Fall Term,90
adn22,20138,2019 Spring Term,98
aag44,4926,2018 Spring Term,77
aal26,25187,2018 Fall Term,87
asz13,23338,2019 Spring Term,86
amk96,13857,2019 Spring Term,96
ajl73,23520,2019 Spring Term,95
ahh26,17911,2019 Spring Term,97
ars93,9129,2018 Fall Term,97
awg13,24656,2019 Spring Term,85
ack47,20324,2017 Fall Term,97
adm39,24372,2018 Spring Term,84
ahp13,8766,2018 Fall Term,88
ajc94,3845,2017 Fall Term,87
agw31,8048,2017 Fall Term,87
aag44,22156,2017 Fall Term,99
avs22,3824,2017 Fall Term,78
amo34,10155,2018 Fall Term,91
acm88,23133,2018 Fall Term,95
acd42,22156,2018 Fall Term,88
afs34,15228,2019 Spring Term,97
arh86,13594,2017 Fall Term,99
asj19,20325,2018 Spring Term,86
ans66,15348,2018 Fall Term,89
ajj23,8062,2019 Spring Term,79
aks79,8062,2018 Spring Term,95
aap45,12571,2019 Spring Term,86
aea44,1461,2019 Spring Term,80
bac45,7019,2017 Fall Term,86
abb10,1397,2019 Spring Term,82
and27,12572,2019 Spring Term,93
apw10,17515,2018 Fall Term,93
arm85,8062,2019 Spring Term,87
ajw50,13180,2018 Spring Term,84
ajk46,15334,2018 Fall Term,97
ajl71,529,2018 Spring Term,84
amr90,25279,2018 Spring Term,94
agp11,20325,2018 Fall Term,99
ara38,3807,2017 Fall Term,81
aac45,22906,2018 Fall Term,88
acv13,22156,2018 Fall Term,81
ach81,7796,2018 Fall Term,96
aww30,13670,2018 Spring Term,95
aem79,2586,2018 Spring Term,78
agd26,24410,2018 Spring Term,91
ama90,13857,2019 Spring Term,77
adc79,5028,2018 Fall Term,92
ath27,1461,2017 Fall Term,87
aak29,25052,2018 Spring Term,96
abb57,22156,2017 Fall Term,96
atc38,18235,2019 Spring Term,96
acl39,4062,2017 Fall Term,83
acb99,19765,2017 Fall Term,98
aem91,1461,2018 Fall Term,76
aep56,81,2018 Fall Term,87
asb42,7453,2019 Spring Term,77
anw36,13594,2018 Fall Term,75
ags53,24138,2017 Fall Term,97
aab79,1853,2018 Spring Term,99
aem92,15348,2018 Fall Term,92
asa62,24432,2019 Spring Term,80
apf23,4925,2018 Fall Term,80
acr50,12978,2018 Spring Term,95
alf32,20823,2018 Fall Term,87
ajm70,5718,2017 Fall Term,97
aep56,15842,2017 Fall Term,80
aja40,1403,2017 Fall Term,75
asp45,15228,2019 Spring Term,97
aar26,22914,2019 Spring Term,99
ads99,7453,2018 Fall Term,90
asb93,20820,2018 Spring Term,79
ajh66,16850,2018 Fall Term,76
abw53,22534,2019 Spring Term,79
agh22,7528,2017 Fall Term,93
alp58,16955,2017 Fall Term,89
akj30,10020,2017 Fall Term,91
anb24,4419,2018 Spring Term,76
agp15,12640,2017 Fall Term,80
adp33,4926,2019 Spring Term,81
ahr16,24656,2019 Spring Term,88
avd16,24656,2019 Spring Term,75
aro19,3807,2017 Fall Term,92
aap45,82,2019 Spring Term,97
ahc26,4764,2018 Spring Term,75
aos11,22177,2018 Fall Term,83
ajr84,17499,2018 Spring Term,78
ase24,13670,2018 Fall Term,82
aph35,4926,2019 Spring Term,76
ame45,22914,2018 Spring Term,77
alj48,25707,2019 Spring Term,93
ajf40,5030,2019 Spring Term,87
ajc94,7528,2018 Spring Term,84
amg89,7529,2018 Fall Term,99
arh75,23683,2018 Fall Term,76
amz26,13857,2019 Spring Term,97
ajl88,17515,2017 Fall Term,92
acv13,2974,2018 Spring Term,93
aad30,22942,2019 Spring Term,90
acs89,16875,2019 Spring Term,89
ayc14,8322,2019 Spring Term,86
aec53,13594,2017 Fall Term,83
ajd57,18235,2018 Spring Term,95
ant28,210,2019 Spring Term,79
abf20,4764,2017 Fall Term,78
agm57,19400,2018 Fall Term,92
adf31,23232,2017 Fall Term,88
amg80,9129,2018 Fall Term,90
aps59,15264,2017 Fall Term,75
avb11,3815,2018 Fall Term,90
ama90,20823,2017 Fall Term,75
bac16,1004,2017 Fall Term,80
arl48,23034,2018 Fall Term,80
alr67,2315,2018 Spring Term,78
ach70,7453,2017 Fall Term,97
ajp54,23539,2017 Fall Term,82
awm21,8062,2017 Fall Term,91
ast29,25707,2019 Spring Term,95
apw10,21967,2018 Spring Term,93
ash78,8769,2019 Spring Term,75
aee12,9586,2018 Spring Term,84
adw54,14447,2018 Fall Term,96
agc33,25220,2018 Fall Term,91
aac49,1461,2018 Fall Term,94
acv13,1461,2018 Fall Term,93
agl25,210,2019 Spring Term,94
aak29,25707,2019 Spring Term,86
ayt10,7269,2019 Spring Term,79
amr90,3740,2018 Fall Term,88
akt21,22203,2017 Fall Term,91
adw66,9576,2018 Fall Term,85
ast29,7019,2018 Spring Term,77
awm28,25557,2019 Spring Term,91
ado21,15334,2019 Spring Term,94
abc52,529,2019 Spring Term,95
abw36,13180,2018 Fall Term,82
adw18,22912,2018 Spring Term,94
abb73,20823,2018 Fall Term,94
ayt10,16881,2019 Spring Term,84
agc26,16850,2017 Fall Term,81
ayl26,24914,2017 Fall Term,98
akh48,3824,2019 Spring Term,75
agh22,13958,2018 Fall Term,87
arg37,4764,2019 Spring Term,81
acg46,3513,2018 Fall Term,92
asv13,16221,2017 Fall Term,80
akb71,14971,2018 Fall Term,82
aep54,210,2019 Spring Term,90
adm60,23922,2019 Spring Term,84
alh93,5028,2018 Spring Term,83
ahw26,20138,2018 Spring Term,88
aal26,23232,2018 Fall Term,96
alk44,19913,2019 Spring Term,83
afg16,4417,2018 Fall Term,76
asc63,1461,2018 Fall Term,98
abb73,18235,2018 Spring Term,99
ajz10,9194,2018 Fall Term,97
akl39,15067,2018 Spring Term,86
asp44,17124,2017 Fall Term,78
ama88,23893,2018 Spring Term,87
afc27,1399,2017 Fall Term,75
afa16,16389,2017 Fall Term,99
arc71,21526,2017 Fall Term,90
agd26,24774,2017 Fall Term,97
atf23,22156,2017 Fall Term,79
adb67,10020,2019 Spring Term,86
and38,5903,2017 Fall Term,86
amr89,19765,2017 Fall Term,90
asr28,17428,2019 Spring Term,81
akc38,12978,2017 Fall Term,85
akc38,24685,2017 Fall Term,89
arl41,7276,2019 Spring Term,93
ajp80,20824,2018 Fall Term,80
ads99,1860,2018 Spring Term,78
acy12,7529,2017 Fall Term,98
aaa87,22130,2017 Fall Term,84
arp69,23529,2019 Spring Term,93
avp21,23922,2018 Spring Term,95
arl45,1854,2018 Spring Term,78
anp37,3743,2018 Fall Term,99
adw66,5028,2019 Spring Term,93
anm60,22912,2019 Spring Term,92
aew53,15348,2017 Fall Term,81
asm79,20820,2019 Spring Term,87
atb39,7019,2018 Spring Term,85
acf33,14315,2018 Spring Term,83
aas74,24400,2018 Spring Term,76
atn13,21852,2018 Fall Term,93
alt51,16958,2018 Fall Term,75
adf35,24656,2019 Spring Term,82
aag43,12638,2018 Fall Term,76
ajo14,24138,2017 Fall Term,90
aem82,7507,2018 Fall Term,87
ahl24,6609,2018 Fall Term,98
asb42,4766,2017 Fall Term,80
akd33,25322,2018 Fall Term,84
anm39,4417,2019 Spring Term,93
adk34,22912,2018 Spring Term,98
amt58,9789,2019 Spring Term,83
aca22,2523,2019 Spring Term,96
acy14,18275,2019 Spring Term,76
akw30,17526,2017 Fall Term,89
aks94,17941,2018 Spring Term,77
aep47,15531,2019 Spring Term,84
ask61,24400,2017 Fall Term,94
apf23,22918,2019 Spring Term,95
ayt10,23299,2017 Fall Term,97
aem79,6875,2018 Spring Term,88
ahm25,24349,2017 Fall Term,81
acj33,5026,2017 Fall Term,96
alt68,16221,2019 Spring Term,95
anl21,5718,2019 Spring Term,84
agd33,3513,2018 Fall Term,87
aja33,9781,2018 Fall Term,92
abb59,8322,2018 Fall Term,75
aap45,4766,2019 Spring Term,75
agb44,7453,2019 Spring Term,91
aas74,24349,2019 Spring Term,99
acf35,24914,2017 Fall Term,85
aas74,21366,2019 Spring Term,83
afs37,7274,2018 Spring Term,89
alw89,25263,2018 Fall Term,86
agk17,20325,2019 Spring Term,76
ajd61,20819,2017 Fall Term,75
arm88,12940,2019 Spring Term,85
ali11,5902,2018 Fall Term,77
ach45,3513,2019 Spring Term,86
aam99,4773,2018 Fall Term,96
ais30,9789,2018 Spring Term,94
alc91,9781,2019 Spring Term,94
ajr74,14567,2018 Fall Term,88
adm60,21369,2019 Spring Term,99
aks87,23278,2017 Fall Term,85
asb79,22262,2017 Fall Term,91
aal35,24180,2018 Spring Term,87
ado21,6875,2017 Fall Term,78
aey11,22905,2018 Spring Term,94
alr67,5020,2019 Spring Term,79
acb67,25279,2018 Spring Term,86
ard39,7274,2018 Spring Term,85
agk17,3824,2019 Spring Term,80
aam85,22156,2018 Fall Term,95
ajr91,5903,2017 Fall Term,83
apf23,25105,2019 Spring Term,94
ajc91,7276,2018 Spring Term,82
aac45,20824,2018 Spring Term,86
aac55,3511,2018 Spring Term,96
akb53,22409,2017 Fall Term,97
aas85,12977,2018 Spring Term,83
ajt36,7550,2018 Spring Term,88
agp16,10020,2018 Spring Term,78
agr25,9150,2017 Fall Term,84
akr34,24914,2017 Fall Term,98
aea47,7694,2019 Spring Term,79
arh66,17409,2018 Spring Term,94
abl29,19400,2018 Fall Term,75
agc31,19023,2018 Fall Term,83
ara38,8048,2017 Fall Term,86
aep37,8322,2019 Spring Term,99
aaf19,3513,2017 Fall Term,85
awh20,15334,2019 Spring Term,98
asz13,4771,2018 Fall Term,82
all42,2586,2018 Spring Term,79
ajm70,23232,2017 Fall Term,75
aar26,23338,2019 Spring Term,86
atg18,7694,2018 Fall Term,83
amv33,7975,2019 Spring Term,77
ano12,8766,2018 Spring Term,88
act48,22965,2017 Fall Term,92
asp44,7789,2018 Spring Term,91
avs22,13180,2018 Fall Term,86
akb71,1461,2017 Fall Term,92
alk43,24999,2018 Fall Term,88
ama88,20357,2018 Spring Term,79
akh40,19135,2019 Spring Term,86
agp15,14567,2017 Fall Term,93
ajg62,12979,2018 Fall Term,96
awb33,1424,2019 Spring Term,96
aen13,1461,2019 Spring Term,83
ahr16,3743,2018 Spring Term,82
act48,3845,2017 Fall Term,75
anr44,7596,2017 Fall Term,93
ahl24,12640,2019 Spring Term,79
akb54,1860,2018 Spring Term,78
aro19,18029,2018 Fall Term,75
amo34,23679,2018 Fall Term,93
bac38,25263,2018 Fall Term,99
avs26,8322,2018 Spring Term,79
aep47,5028,2019 Spring Term,75
alz18,3815,2019 Spring Term,81
alt37,2965,2018 Fall Term,75
ajl70,23266,2017 Fall Term,80
akd16,16958,2017 Fall Term,85
asp49,12979,2018 Spring Term,92
anl27,22906,2017 Fall Term,82
anh41,3511,2019 Spring Term,80
aak29,23214,2017 Fall Term,87
adj23,14567,2017 Fall Term,81
aab70,17428,2019 Spring Term,88
ahp13,5800,2018 Fall Term,76
avb11,20188,2017 Fall Term,97
aak42,20820,2019 Spring Term,84
ahn14,12979,2018 Spring Term,89
abs62,19023,2018 Spring Term,94
arl48,1403,2018 Fall Term,80
arp69,21967,2019 Spring Term,79
avs26,1004,2018 Spring Term,97
aro13,24138,2017 Fall Term,83
awc27,20770,2018 Fall Term,89
ajg63,7884,2018 Fall Term,95
alt37,5901,2018 Fall Term,87
ans83,1410,2017 Fall Term,95
ahf12,5720,2018 Fall Term,88
awj12,22905,2018 Spring Term,91
arh58,21412,2017 Fall Term,78
asg43,23957,2017 Fall Term,97
ajt48,18276,2018 Spring Term,96
asc63,7694,2019 Spring Term,95
and36,24432,2018 Spring Term,98
ahl24,4766,2019 Spring Term,83
acy12,20324,2018 Fall Term,76
arh75,10030,2017 Fall Term,89
amr89,17498,2017 Fall Term,77
atb47,22156,2018 Fall Term,90
arl26,8048,2017 Fall Term,80
adn22,10022,2018 Fall Term,81
agk19,82,2017 Fall Term,99
bad29,24775,2017 Fall Term,77
ara42,1004,2018 Spring Term,96
akr39,12940,2019 Spring Term,76
aaa87,23520,2018 Fall Term,82
akb71,23299,2017 Fall Term,78
ahl26,24372,2018 Spring Term,84
ars91,24138,2017 Fall Term,87
aep37,22156,2017 Fall Term,76
ajd61,19913,2017 Fall Term,98
aam84,6495,2017 Fall Term,77
amv33,5030,2017 Fall Term,91
anh41,5687,2017 Fall Term,83
aca13,21143,2018 Fall Term,85
ajc85,20324,2018 Spring Term,83
ajr84,1004,2017 Fall Term,94
aah52,16389,2017 Fall Term,79
aam79,20776,2017 Fall Term,93
anm39,24915,2018 Spring Term,79
acl39,23230,2019 Spring Term,90
ajk41,15067,2019 Spring Term,97
afs37,23651,2018 Spring Term,85
abh44,513,2018 Spring Term,86
ags42,23214,2017 Fall Term,81
ant24,1461,2018 Fall Term,80
asj19,23278,2018 Fall Term,96
awg13,5237,2018 Fall Term,98
bac38,4771,2019 Spring Term,84
anc54,5902,2018 Fall Term,86
amg63,7796,2017 Fall Term,84
awb33,23299,2018 Fall Term,82
amg97,22177,2017 Fall Term,98
aks79,13857,2018 Fall Term,96
aem99,13857,2019 Spring Term,85
ajp54,15264,2017 Fall Term,80
aeb77,13670,2017 Fall Term,99
afs28,14567,2017 Fall Term,86
aps27,12640,2019 Spring Term,88
art40,24999,2018 Fall Term,80
awh20,17428,2019 Spring Term,88
akb71,22675,2018 Fall Term,87
ame45,7019,2019 Spring Term,99
akk46,3511,2019 Spring Term,76
act40,20797,2019 Spring Term,80
aep55,23540,2017 Fall Term,85
atc37,24656,2019 Spring Term,96
akn13,7269,2019 Spring Term,86
asb94,18255,2018 Spring Term,98
aas85,24410,2018 Spring Term,93
ahm25,3845,2017 Fall Term,94
ard39,13857,2018 Fall Term,98
ahn15,13857,2018 Spring Term,89
ajw50,17498,2018 Spring Term,99
ajl71,5716,2018 Fall Term,76
aec53,24135,2017 Fall Term,92
act40,16875,2017 Fall Term,85
ala21,6839,2017 Fall Term,88
ans85,22914,2018 Spring Term,77
adb67,25220,2018 Fall Term,96
aja48,19482,2019 Spring Term,96
aab74,22203,2017 Fall Term,99
akh49,3752,2018 Spring Term,79
ars94,24420,2018 Spring Term,90
aem82,9194,2018 Spring Term,78
aek27,5836,2018 Fall Term,96
aab74,24656,2019 Spring Term,83
aem82,10155,2018 Fall Term,77
acr55,7019,2018 Spring Term,91
asr28,20824,2018 Spring Term,85
acz10,5796,2018 Spring Term,76
ack42,4278,2019 Spring Term,76
acm94,5836,2018 Spring Term,98
abf18,5026,2018 Fall Term,95
aew60,5800,2018 Fall Term,78
ago11,13670,2017 Fall Term,77
ans66,19023,2018 Fall Term,83
akg38,24420,2018 Spring Term,77
baa26,20823,2017 Fall Term,95
abs76,2041,2018 Spring Term,77
aab74,14770,2018 Spring Term,85
aaa91,18277,2018 Fall Term,98
ajw72,23957,2017 Fall Term,90
ars83,81,2019 Spring Term,97
ajl76,2586,2018 Fall Term,80
ats50,19765,2018 Spring Term,98
ajp53,8062,2017 Fall Term,86
ajp63,8048,2017 Fall Term,77
ara42,14970,2018 Fall Term,76
agr25,7269,2019 Spring Term,83
act39,17498,2018 Spring Term,81
ajp78,25279,2018 Spring Term,75
aks94,6875,2019 Spring Term,89
anw40,3513,2019 Spring Term,95
aam98,23133,2017 Fall Term,85
anm39,22534,2019 Spring Term,91
aer51,24400,2018 Fall Term,96
aew53,13594,2018 Fall Term,81
abl29,5833,2019 Spring Term,97
aro19,3815,2017 Fall Term,77
ajf40,20797,2017 Fall Term,98
abb70,1461,2017 Fall Term,88
aks86,1465,2018 Fall Term,79
agb41,22906,2018 Fall Term,93
ads99,4062,2019 Spring Term,86
agc31,3845,2018 Spring Term,76
amr89,17410,2018 Fall Term,93
avs26,1854,2018 Fall Term,75
alt37,2945,2018 Spring Term,97
arm88,20824,2018 Spring Term,97
acs97,2313,2019 Spring Term,91
awm20,19765,2018 Spring Term,84
ajt47,1461,2018 Spring Term,94
aet26,21145,2018 Fall Term,80
akd12,19765,2019 Spring Term,79
aea47,8062,2018 Fall Term,92
agd26,23922,2019 Spring Term,87
aia11,20776,2018 Fall Term,92
ars91,9150,2019 Spring Term,79
aps52,25279,2018 Spring Term,91
aak48,5028,2018 Fall Term,85
acr43,5687,2018 Fall Term,85
acm92,14970,2018 Spring Term,95
anc52,3824,2019 Spring Term,94
adh66,25707,2019 Spring Term,85
atg22,17124,2018 Fall Term,87
adc62,23651,2019 Spring Term,85
alj52,3743,2018 Fall Term,77
acj35,2041,2018 Spring Term,98
aks86,12978,2019 Spring Term,82
anm43,17498,2019 Spring Term,76
ajv16,20824,2018 Spring Term,88
amf80,4417,2017 Fall Term,95
ava17,3824,2019 Spring Term,93
ajg78,19913,2017 Fall Term,99
amk96,24915,2018 Fall Term,99
asz13,3511,2018 Spring Term,76
acg51,23568,2018 Fall Term,97
ajf46,24999,2018 Fall Term,91
ant28,9586,2017 Fall Term,91
ant27,18276,2018 Spring Term,89
ava14,9194,2018 Fall Term,97
abd21,22906,2017 Fall Term,92
ajj29,13594,2018 Fall Term,88
akc38,9789,2019 Spring Term,91
aah52,24464,2018 Spring Term,99
anm43,23539,2017 Fall Term,98
abf20,23957,2018 Fall Term,95
acm76,8048,2017 Fall Term,76
adc62,1853,2018 Spring Term,87
acj35,5826,2018 Fall Term,94
agw24,3845,2018 Spring Term,93
arr54,23957,2017 Fall Term,81
ach70,22918,2017 Fall Term,95
akh47,22329,2018 Spring Term,79
alt37,13594,2018 Fall Term,79
apa17,19923,2019 Spring Term,83
aab73,964,2017 Fall Term,91
asb78,22215,2017 Fall Term,83
adk16,1461,2017 Fall Term,91
aps55,2586,2018 Spring Term,82
aks79,5832,2017 Fall Term,86
aek42,15531,2017 Fall Term,98
ami10,24349,2017 Fall Term,88
ajr89,23351,2017 Fall Term,79
arm91,15348,2017 Fall Term,90
atb47,5716,2018 Fall Term,89
acs79,1461,2018 Spring Term,89
aml87,19765,2018 Spring Term,77
asp49,23893,2018 Spring Term,76
abb54,24138,2017 Fall Term,85
aam79,7884,2018 Fall Term,85
adb76,22156,2018 Fall Term,88
ach44,21524,2019 Spring Term,92
aje30,19765,2018 Spring Term,82
ajn24,4419,2018 Fall Term,90
arj37,22912,2017 Fall Term,89
asb73,8766,2018 Spring Term,84
adm60,23130,2017 Fall Term,89
acs79,16958,2017 Fall Term,86
asf25,25279,2019 Spring Term,83
asc57,5716,2019 Spring Term,93
apa17,1860,2019 Spring Term,77
agr18,16221,2017 Fall Term,76
aaa91,7694,2017 Fall Term,90
aps52,16881,2018 Fall Term,91
asb89,20130,2018 Fall Term,91
ads99,5903,2017 Fall Term,81
ase24,22912,2017 Fall Term,93
asr38,6840,2019 Spring Term,81
anb53,4278,2018 Fall Term,95
afm20,17410,2018 Fall Term,77
akl31,13815,2019 Spring Term,84
and38,23540,2017 Fall Term,75
aej28,5026,2019 Spring Term,91
ago11,6875,2018 Spring Term,98
ahf12,24775,2017 Fall Term,95
atb28,24138,2017 Fall Term,90
agl25,22534,2019 Spring Term,82
act39,7019,2019 Spring Term,78
aaa75,5718,2018 Fall Term,91
aaa87,5718,2019 Spring Term,98
asc78,7906,2019 Spring Term,87
aef44,2315,2018 Spring Term,77
alj52,10977,2019 Spring Term,84
apm36,1465,2017 Fall Term,99
alm69,7596,2017 Fall Term,78
ame36,8062,2017 Fall Term,94
asl63,2945,2019 Spring Term,78
arr54,5901,2017 Fall Term,93
arh86,14770,2018 Spring Term,94
atn13,5033,2018 Fall Term,86
amr88,4062,2018 Fall Term,97
akm55,25557,2019 Spring Term,75
aje22,23539,2017 Fall Term,93
asf25,15348,2018 Fall Term,94
ark47,23679,2018 Fall Term,86
aea47,20138,2017 Fall Term,98
abe13,5833,2019 Spring Term,83
asc57,3511,2018 Spring Term,98
akr43,12979,2018 Fall Term,81
abs76,7529,2017 Fall Term,89
adw63,10977,2018 Spring Term,80
ajp82,3815,2019 Spring Term,86
abf20,13956,2018 Fall Term,97
bac33,8766,2018 Fall Term,82
asy13,5836,2017 Fall Term,81
ald67,23893,2018 Spring Term,92
akg35,25557,2019 Spring Term,82
aja34,5902,2018 Fall Term,87
aef37,22156,2017 Fall Term,77
aem19,6839,2017 Fall Term,77
alw89,3033,2018 Spring Term,78
ayl26,9586,2017 Fall Term,96
afs37,17526,2017 Fall Term,89
